Id,SalePrice
1461,127887.3059
1462,160556.7204
1463,177639.599
1464,181671.715
1465,184906.3505
1466,175936.1436
1467,167856.2913
1468,161977.2808
1469,208343.0676
1470,115206.8185
1471,198510.6655
1472,107625.8114
1473,103135.2979
1474,146427.4645
1475,118743.1275
1476,340521.7966
1477,213708.5133
1478,325507.4845
1479,305714.7305
1480,467897.1802
1481,299921.1341
1482,200181.2088
1483,178939.8172
1484,170021.4225
1485,201185.9577
1486,204718.7066
1487,315370.8164
1488,221750.6264
1489,188885.3989
1490,234957.4544
1491,197709.7627
1492,105665.9877
1493,187214.7182
1494,297855.1392
1495,296390.3114
1496,230153.6189
1497,184638.3683
1498,167321.0684
1499,166530.3286
1500,159473.7284
1501,178262.5398
1502,162885.5541
1503,266979.9946
1504,251324.8584
1505,233669.9139
1506,182196.1235
1507,231247.776
1508,202768.005
1509,163654.8846
1510,144412.2083
1511,145773.5213
1512,158287.3787
1513,164394.5346
1514,134610.2096
1515,205909.6172
1516,165594.6368
1517,166426.3151
1518,137952.6601
1519,218091.1685
1520,131968.9937
1521,139099.6316
1522,176235.9176
1523,118812.1733
1524,123936.5804
1525,123892.3991
1526,114966.8841
1527,100238.7671
1528,144959.1283
1529,135055.0504
1530,184377.1775
1531,129497.114
1532,96915.9447
1533,132110.4031
1534,126353.7805
1535,149027.3167
1536,117519.567
1537,66050.63209
1538,138398.6917
1539,170482.1596
1540,105727.7069
1541,129846.9279
1542,139923.6021
1543,177983.9624
1544,81678.08494
1545,122994.8618
1546,133801.7009
1547,135925.118
1548,142549.3882
1549,115328.2126
1550,138176.487
1551,122846.6898
1552,131799.7478
1553,119901.4664
1554,112433.9782
1555,178996.951
1556,110012.4021
1557,102998.2972
1558,110995.2859
1559,70892.07561
1560,148963.2035
1561,119836.8565
1562,117950.4665
1563,121108.8375
1564,154552.847
1565,155146.0836
1566,235616.5717
1567,85646.43275
1568,203013.1029
1569,129934.4342
1570,139282.0788
1571,134233.1975
1572,137619.4613
1573,237637.638
1574,135156.4864
1575,233989.8568
1576,216968.711
1577,186608.8244
1578,136356.7196
1579,141277.7815
