Id,SalePrice
1461,119208.2658
1462,150905.2169
1463,174714.0731
1464,189241.8942
1465,195079.793
1466,175996.2996
1467,177941.6312
1468,169246.6803
1469,184079.482
1470,122759.4821
1471,187834.1812
1472,98739.34635
1473,97394.65588
1474,147958.8077
1475,120029.8745
1476,355628.1942
1477,246638.8666
1478,300358.6753
1479,285046.2138
1480,471939.6161
1481,312979.1814
1482,211397.4835
1483,175494.9663
1484,171323.3869
1485,189362.7143
1486,195820.4552
1487,324809.163
1488,235542.6159
1489,196559.0314
1490,220857.3937
1491,191818.8578
1492,91217.85538
1493,186558.0422
1494,292527.2568
1495,282837.8629
1496,233044.8484
1497,178937.2452
1498,166298.7659
1499,159202.8877
1500,160371.1198
1501,172350.3996
1502,155308.6335
1503,275797.9133
1504,241090.5748
1505,223065.0599
1506,181581.9051
1507,236761.0315
1508,192255.8613
1509,159205.3514
1510,148987.1075
1511,152726.2475
1512,167781.1464
1513,148450.79
1514,150443.9079
1515,184141.7651
1516,154482.9654
1517,157454.2197
1518,130177.6181
1519,215098.2022
1520,133023.7616
1521,133400.9365
1522,168312.3002
1523,113740.7688
1524,120852.7453
1525,121430.1213
1526,119062.1776
1527,104414.0631
1528,129299.6972
1529,147031.1754
1530,187026.8337
1531,124192.3077
1532,101193.4554
1533,142012.114
1534,119299.7994
1535,139006.4474
1536,113150.0382
1537,68556.86278
1538,153587.484
1539,197527.7315
1540,102460.9179
1541,141276.7754
1542,134315.143
1543,181843.4402
1544,86146.71381
1545,109946.0239
1546,134100.2092
1547,133754.1017
1548,134303.88
1549,120235.0562
1550,138143.8367
1551,109354.1442
1552,141507.8621
1553,140945.5466
1554,121381.706
1555,157873.4728
1556,91963.12347
1557,104222.7285
1558,98925.2508
1559,90446.36954
1560,135180.4514
1561,126917.1115
1562,130773.1363
1563,123885.8966
1564,155658.6572
1565,148027.5717
1566,229179.2105
1567,79774.23974
1568,229042.8515
1569,134310.3121
1570,137486.3977
1571,118647.0021
1572,139360.573
1573,225529.4744
1574,116635.1926
1575,222209.3455
1576,237079.45
1577,194394.0596
1578,144627.4165
1579,140112.3155
1580,192897.523
1581,149499.1978
1582,129518.3689
1583,302263.403
1584,229174.6667
1585,139931.5223
1586,73655.00601
1587,108954.3386
1588,149404.3115
1589,97715.43008
1590,132678.2319
1591,98987.9608
1592,112758.2499
1593,126421.9671
1594,129189.2775
1595,113362.8214
1596,216376.4347
1597,178660.6724
1598,206508.9778
1599,173909.4376
1600,174933.6266
1601,71915.14894
1602,113274.6943
1603,83750.75969
1604,266303.0649
1605,245804.1137
1606,168458.9041
1607,169918.8626
1608,219840.6207
1609,188819.4616
1610,156953.2377
1611,142903.0329
1612,170499.1936
1613,167403.0124
1614,123674.9266
1615,90548.63083
1616,81746.98331
1617,91392.37409
1618,130186.013
1619,140482.2524
1620,165755.1875
1621,136279.5911
1622,148003.877
1623,268134.8941
1624,206678.6334
1625,122553.1805
1626,170669.539
1627,186233.534
1628,273358.1669
1629,181269.4106
1630,325966.3227
1631,216728.4025
1632,235401.242
1633,181727.8815
1634,187581.0262
1635,178440.1812
1636,160532.9947
1637,185551.1291
1638,189162.9998
1639,183281.5006
1640,243014.2692
1641,178476.9387
1642,235617.2453
1643,220709.7055
1644,232340.083
1645,192797.3841
1646,161119.7303
1647,160997.8182
1648,135408.7956
1649,142318.0037
1650,120501.0228
1651,122550.4125
1652,98801.44715
1653,102079.4133
1654,150602.9097
1655,143506.2944
1656,144244.3238
1657,151421.3292
1658,153199.2098
1659,130616.3653
1660,153281.1235
1661,426182.0178
1662,373739.1985
1663,361068.0747
1664,454326.4979
1665,305691.55
1666,321049.5762
1667,357127.8915
1668,336750.6445
1669,305258.2967
1670,340085.9874
1671,260389.6517
1672,441023.0281
1673,295605.9946
1674,249325.643
1675,195042.082
1676,195166.627
1677,214722.7732
1678,442886.6706
1679,384337.0262
1680,315356.7602
1681,246349.302
1682,311657.1822
1683,191257.5155
1684,176168.9382
1685,175502.5606
1686,173651.9177
1687,174191.5123
1688,187835.4639
1689,191906.4479
1690,194000.4805
1691,185825.3199
1692,263695.3375
1693,174556.5566
1694,185154.8077
1695,174917.1622
1696,271137.0137
1697,177484.4003
1698,332649.6334
1699,321080.2178
1700,250568.4968
1701,263775.5246
1702,240288.7078
1703,246578.4312
1704,280265.9897
1705,239113.4131
1706,390267.2517
1707,212142.6844
1708,207217.8045
1709,262093.076
1710,222642.104
1711,274387.0079
1712,249549.8019
1713,268956.5359
1714,218523.8556
1715,206223.5139
1716,181582.0473
1717,176481.1701
1718,134338.5112
1719,206212.6951
1720,239609.4746
1721,162979.5208
1722,122311.7665
1723,154972.4569
1724,206975.4571
1725,237642.3529
1726,188974.6462
1727,163556.6507
1728,180575.3194
1729,167444.2921
1730,156867.3737
1731,123259.077
1732,130908.4877
1733,117729.534
1734,126660.5838
1735,131422.6951
1736,114224.9058
1737,307242.841
1738,233348.4061
1739,256978.0226
1740,208269.3667
1741,187105.976
1742,169692.1472
1743,176884.6342
1744,299552.6309
1745,211639.169
1746,211854.1962
1747,209179.3372
1748,215832.4049
1749,150798.6543
1750,131318.1554
1751,236115.3021
1752,121956.2229
1753,144610.3486
1754,194962.9459
1755,161558.4887
1756,128201.7666
1757,122325.1411
1758,148064.1408
1759,161911.9427
1760,162643.3142
1761,143120.6117
1762,177908.8194
1763,175344.246
1764,119144.6964
1765,162657.0422
1766,183183.148
1767,206574.7551
1768,141197.3364
1769,170341.9465
1770,153048.5922
1771,124236.333
1772,134630.7122
1773,134555.7147
1774,135835.1279
1775,141642.8746
1776,128539.3352
1777,112715.1247
1778,137113.3523
1779,123614.2793
1780,171985.1736
1781,126681.7136
1782,97155.89526
1783,138963.4083
1784,106578.5043
1785,113351.5373
1786,150229.7653
1787,168609.0161
1788,62963.60217
1789,95307.17959
1790,86588.72219
1791,187260.1552
1792,152728.1698
1793,133918.2879
1794,150068.3094
1795,135488.339
1796,132135.9926
1797,112929.8577
1798,122907.8305
1799,112545.1561
1800,127045.9979
1801,126098.5515
1802,138611.7347
1803,149958.8162
1804,137699.4435
1805,136961.6819
1806,120079.0362
1807,135850.6084
1808,119519.3103
1809,124515.1898
1810,143701.9371
1811,98811.07663
1812,102162.2995
1813,123008.0081
1814,99356.42982
1815,60408.70157
1816,99240.51122
1817,117537.065
1818,137120.8602
1819,126374.32
1820,70555.93767
1821,118123.3656
1822,155704.4012
1823,55679.8808
1824,124195.1598
1825,141498.7732
1826,107516.7463
1827,103166.4521
1828,133929.2555
1829,118387.835
1830,141645.0029
1831,145962.6547
1832,94435.28761
1833,143169.3092
1834,127055.9888
1835,128747.5257
1836,122898.1964
1837,89740.51189
1838,127792.4255
1839,103335.4761
1840,153621.374
1841,134342.2176
1842,96501.56329
1843,132590.794
1844,143043.9909
1845,143609.4426
1846,153019.8109
1847,162547.3783
1848,62285.52628
1849,114219.8033
1850,124287.4557
1851,144527.7591
1852,128860.1447
1853,130795.3572
1854,162651.5621
1855,152399.1743
1856,225822.5494
1857,149997.0247
1858,135442.2758
1859,119723.0103
1860,147097.377
1861,119057.5992
1862,321819.584
1863,306411.3264
1864,306422.101
1865,327919.7935
1866,324415.316
1867,232027.3078
1868,284147.335
1869,204306.4053
1870,226901.5055
1871,259011.623
1872,172928.8829
1873,232922.9866
1874,144837.5985
1875,196294.098
1876,198831.4866
1877,207303.702
1878,207341.9496
1879,129995.8102
1880,132782.4993
1881,242982.5337
1882,242996.625
1883,190037.5667
1884,207656.8564
1885,234338.1672
1886,282019.3439
1887,210405.2014
1888,268022.5944
1889,168692.5402
1890,123043.2827
1891,135275.9158
1892,105737.6087
1893,130481.8454
1894,124400.4468
1895,138134.3661
1896,125305.6153
1897,117832.2607
1898,113996.7179
1899,146772.4512
1900,145167.22
1901,168587.7987
1902,144037.938
1903,218228.2783
1904,138276.8265
1905,187341.3961
1906,145459.031
1907,193596.2237
1908,114518.3402
1909,136430.6048
1910,124074.9399
1911,208825.9943
1912,290741.9429
1913,142331.8345
1914,66160.1034
1915,303900.1318
1916,64621.96674
1917,239197.486
1918,139828.3858
1919,163526.0399
1920,156107.3452
1921,373531.6093
1922,312744.2626
1923,216076.5997
1924,226554.615
1925,207446.4804
1926,358519.5097
1927,133617.0101
1928,155752.3584
1929,122093.7454
1930,131224.8416
1931,137678.6104
1932,137440.6805
1933,181718.903
1934,178607.2555
1935,173674.4478
1936,187834.5106
1937,181702.7222
1938,171762.7783
1939,248468.1639
1940,192251.209
1941,171597.6973
1942,182943.3743
1943,209706.0398
1944,354175.6973
1945,370919.4923
1946,141698.0416
1947,283453.0039
1948,164105.7881
1949,240566.833
1950,183809.0977
1951,241561.5032
1952,214133.2344
1953,167511.9395
1954,186230.0036
1955,131557.7183
1956,299336.9444
1957,155457.8566
1958,300385.2454
1959,145383.1302
1960,113720.91
1961,126641.9752
1962,96279.19164
1963,104066.7666
1964,108945.6455
1965,146373.8067
1966,142727.7071
1967,289957.0225
1968,408468.7696
1969,366577.6312
1970,404739.4
1971,431394.1718
1972,356315.219
1973,273481.7172
1974,332903.1512
1975,465363.2372
1976,276453.9049
1977,352787.2027
1978,341571.9042
1979,315619.164
1980,194832.9505
1981,330228.8565
1982,226081.5441
1983,214106.1823
1984,168336.5992
1985,221019.5337
1986,209383.2649
1987,184879.9062
1988,177603.7604
1989,191282.6422
1990,213746.6321
1991,226190.7239
1992,214938.45
1993,173103.833
1994,229562.1881
1995,181170.1745
1996,257025.9958
1997,312411.8599
1998,307586.9257
1999,272667.7463
2000,310354.4517
2001,278392.2671
2002,243293.6757
